∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

∞, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

20833333.3333333, 1

21739130.4347826, 1

21739130.4347826, 1

21739130.4347826, 1

21739130.4347826, 1

21739130.4347826, 1

21739130.4347826, 1

20833333.3333333, 1

21739130.4347826, 1

20833333.3333333, 1

